ats_difs_syn_3_lci_8_10_11_10, ats_dift_syn_4_uci_8_10_11_10, ats_int_syn_2_rate_8_10_11_10, ats_difs_syn_2_rate_8_10_11_10, area_code, ats_difs_syn_5_rrm_8_10_11_10, ats_int_syn_4_uci_8_10_11_10, ats_del_c_syn_5_rrm_8_10_11_10, ats_dift_syn_3_lci_8_10_11_10, ats_int_syn_3_lci_8_10_11_10, ats_del_p_syn_3_lci_8_10_11_10, ats_del_c_syn_4_uci_8_10_11_10, ats_del_p_syn_4_uci_8_10_11_10, ats_del_c_syn_1_no_8_10_11_10, area_name, ats_dift_syn_1_no_8_10_11_10, ats_del_c_syn_3_lci_8_10_11_10, ats_del_p_syn_1_no_8_10_11_10, ats_int_syn_1_no_8_10_11_10, ats_int_syn_5_sig_8_10_11_10, ats_dift_syn_2_rate_8_10_11_10, ats_del_c_syn_2_rate_8_10_11_10, ats_difs_syn_1_no_8_10_11_10, ats_difs_syn_4_uci_8_10_11_10, ats_del_p_syn_5_rrm_8_10_11_10, ats_dift_syn_5_rrm_8_10_11_10, ats_del_p_syn_2_rate_8_10_11_10
19.4727426007465,9.45129626529072,73.2891883196012,37.8428387311086,22250,3.0,84.5818385706931,1.0,0.291341903264852,61.9965380685092,5.15515941450685,26.4844860305501,23.2692559484,1320.06760854705,"Gannawarra (S)",433.458786209115,6.47035885936403,1120.73834047893,5900.22680176641,3.0,4.87131908427779,16.4774224449571,3206.35742493817,56.2129348614706,1.0,1.0,14.2122076814534
21.6214195154131,7.32409075969679,74.8470617288452,33.6195133788087,22490,3.0,82.0331045359116,3.0,0.056875853123101,67.6610189217788,6.34857126821923,23.4972911716463,17.7694377546731,2353.41526214029,"Golden Plains (S)",449.870366087857,10.7124997007198,1656.6529665494,10271.6580902473,3.0,3.69048330640995,17.104895436183,4694.24174993785,45.6176072422043,3.0,2.0,12.0590045114462
27.1527769905939,6.85601396154125,73.54384247258,34.3302039017146,22620,3.0,77.8051996605885,3.0,3.13355245032922,69.2824852845716,9.16045853153077,19.843604104017,15.884224163667,12565.3861272018,"Greater Bendigo (C)",4001.52932925787,12.3130471267147,9766.38953007041,57457.7596613254,3.0,4.99478320593523,16.0783256153659,26952.9503995334,41.5076308128353,3.0,3.0,12.5223413475989
13.3650394950928,9.16524068714481,70.4331312647162,25.5821830089552,22670,3.0,77.7120406121482,3.0,2.75981320605539,63.1542219172843,8.16146008897097,21.9599777319278,19.5314663868773,16591.3991746258,"Greater Dandenong (C)",6470.98940748263,9.21931839957853,14706.430749476,75200.6519122275,3.0,5.9625269466001,15.5896480657532,27229.3802900584,37.7993265228175,3.0,1.0,13.8464632379242
19.6090447097532,6.7035195745384,74.6308945386674,27.2235560756384,22750,3.0,79.2227345068071,3.0,2.77778136483972,70.0390545705278,10.3633054259143,20.9132403580071,17.6307479356594,27827.7965247318,"Greater Geelong (C)",8188.41297244035,12.782318563478,23038.9592488233,123209.229500522,3.0,4.74065046968906,16.8477794607425,45530.2429352833,34.8380674415235,3.0,3.0,13.9970266807868
20.4352456659265,8.5457351400407,73.1138761416968,34.1831007255745,22830,3.0,81.3970566256214,3.0,1.24793925610943,64.8306956577723,6.79709155522864,23.3868718561107,19.7998429798071,7448.20925946313,"Greater Shepparton (C)",2297.62118302382,8.79753412909014,6149.01046579653,33804.4781498287,3.0,4.89683719807507,16.0922029926004,15953.0649789211,47.9309557852225,3.0,1.0,13.2984672675179
22.0660409734987,8.71682022759069,73.3277132208414,34.558616335387,22910,3.0,81.0757991010207,3.0,1.92140425960332,65.5796273406622,7.34618550427136,23.2955520319025,19.6203986653524,1818.94660607314,"Hepburn (S)",597.574584996531,9.64890798701962,1475.43543087713,8060.20301139249,3.0,5.319112243597,16.4722300094611,3986.7074700492,47.0511916972753,3.0,1.0,13.4832920848119
19.9994337556181,9.9103068794429,72.6717688080963,38.8319337305321,22980,3.0,84.5357461011885,1.0,0.972210114813878,60.807791515004,3.9144159231057,27.7632470062558,22.8160030737271,722.716019708055,"Hindmarsh (S)",270.308374473391,6.91445063276121,547.332817563152,3036.36302959941,3.0,5.44125849712839,17.3388488195085,1744.89735722007,57.664433705446,1.0,1.0,13.3652094984164
13.2911976521476,8.26719729249487,73.8321614877301,25.699774012247,23110,3.0,81.3029756104729,3.0,1.55100806461268,66.3613473649873,6.02773560424023,20.8134979216022,17.6903851549668,9779.88597955151,"Hobsons Bay (C)",3339.27381179806,7.68856253048388,8156.58616499767,50475.3080672393,3.0,4.90910267855377,14.251030226043,17717.5078478553,38.1083503723463,1.0,1.0,11.8590603796035
24.0025225057,7.98382671937901,75.1835732918568,37.8037317854826,23190,3.0,83.5282212623427,3.0,0.905974390708724,66.838925321371,6.84193002554919,25.1227228539194,20.0310294091449,2615.96060182051,"Horsham (RC)",692.182516062218,10.3778805938696,1972.3487948104,11085.5886733763,3.0,4.44490055504387,17.7503017238945,5707.34130648283,51.6049410652652,1.0,1.0,13.4364797173471
15.7910865923334,7.87992888163412,72.5323563077966,25.659582127276,23270,3.0,78.3134774953096,3.0,2.32780811535693,66.7512351202836,7.92958419504372,20.6416536025853,16.9163501834545,20352.1755261264,"Hume (C)",6203.57719416431,10.4856902847018,16359.7933833219,94579.8642460128,3.0,5.10386849849552,15.5636719436436,32852.0095735675,35.5280776622186,3.0,1.0,12.4229671892491
20.3441580265514,8.02706489742951,76.1111797287673,34.1639698528265,23350,3.0,84.5507355378422,3.0,0.367664649789678,67.6716239196925,5.33006393726473,24.0150650373666,18.818028678311,1936.83893096887,"Indigo (S)",485.589687000412,8.9709407192513,1410.26248789509,8907.60996664626,3.0,4.1973647736096,16.493002878309,4150.05214330919,47.9837816791016,1.0,1.0,12.0740463077879
12.7802814983887,7.62735992260433,76.711174923678,25.5542109807778,23430,1.0,84.4317148252755,3.0,0.899052037305235,68.9906350220805,6.30978847273367,23.5783859852859,18.5736949597178,19358.3962423343,"Kingston (C)",5064.42047316931,9.82189260635115,14412.5714341412,88824.407333846,3.0,4.26320597995479,16.7001392958185,29957.5007386061,38.3281404631669,1.0,1.0,12.4417417162257
15.4209121641457,6.44750853193771,77.6658372905867,25.4751380827417,23670,3.0,83.6031724496849,3.0,0.963470917336934,71.7285021314884,4.91668227597924,18.6597226290602,14.2886337046584,16517.8557199976,"Knox (C)",4418.57653558824,8.10399766972123,11895.3665827585,95619.3673009024,3.0,3.70548972463732,13.3818601493907,31152.816089295,35.5293640013376,3.0,1.0,9.60265799031883
24.4766484637743,7.77578888880853,72.0657855601614,34.345102182452,23810,3.0,77.9510571410843,3.0,2.62899370822995,66.1805139792385,8.84190468544193,20.8868570705109,18.0624347919663,8966.15354931903,"Latrobe (C)",3031.31534230874,10.5588126443973,7653.89310166139,41037.8768070886,3.0,5.20239129851924,15.7228348574541,19687.745834366,44.2135559011298,3.0,1.0,13.4521697387041
23.2668858796172,8.2172767950053,71.4565639389661,36.5233949763554,23940,3.0,79.8017930914428,3.0,1.48612360627597,63.1113347864894,8.76479088873798,25.6874858241546,22.0597627185732,1030.39025905883,"Loddon (S)",304.096921282564,11.0538408295092,848.95277175136,4004.02265561246,3.0,4.85170020064063,18.3706633268319,2181.64651595909,49.7799040730935,3.0,1.0,15.4122768036556
23.4280401326676,6.60943484081201,77.8645829550346,33.9418535537029,24130,3.0,84.1980034205185,1.0,0.585083257343348,71.5311624895508,2.99483827158314,17.3282977003603,13.1703969532878,3648.43329344498,"Macedon Ranges (S)",1059.02959570468,5.91686795562308,2537.986737641,24313.3498167451,3.0,3.59725904907768,11.6225828279917,10834.0165267524,44.4556669747383,1.0,1.0,8.08261761243549
9.9450348223406,7.7925197025873,79.9164745712929,25.3044861289631,24210,1.0,89.2635518202298,1.0,-0.260711300080747,70.5693973223561,-0.957427078543539,17.2197810197576,14.2428575048597,8035.04901689659,"Manningham (C)",3574.82825241059,0.34223386444935,6014.50136924374,73090.4867548004,3.0,3.76590420125328,8.78100744210349,23650.1913904573,40.6639374355855,2.0,2.0,6.64271521315809
20.0040661133104,8.92644608351046,75.9842904900063,37.8806776106514,24250,3.0,86.8057847005525,1.0,-0.722391005462914,65.16279627946,1.71511027163707,26.2963007644057,19.0424429542917,958.17125358846,"Mansfield (S)",238.450601767598,7.0497795351792,590.582248449116,4381.80740342965,3.0,4.10202753902377,16.6730401497924,2262.43351437945,55.7572891079924,1.0,2.0,10.3787766129644
9.62976377791804,9.67123623140524,72.6181001218451,26.3250138542352,24330,1.0,82.3668099238703,1.0,0.801968474282307,62.8693903198198,5.30201331226432,24.2538691182484,20.3558429480836,9678.86622646647,"Maribyrnong (C)",3171.29646480389,7.21087152449976,7963.29865436559,44707.6820217865,3.0,5.23660235284377,15.7323703213741,15816.3386483602,43.0202639305524,1.0,1.0,12.8289281301739
13.1428459260893,7.15987127534431,77.8125234671779,25.5174016644774,24410,3.0,85.1958918249508,1.0,0.660017093876062,70.429155109405,3.1082297694721,19.8342752251432,14.8793898945775,10928.1978843102,"Maroondah (C)",3278.45442754155,6.63167872889085,7424.10882783661,64209.5924791999,3.0,3.90994418461018,13.232976977017,21177.8358091546,37.8919574028655,1.0,1.0,8.99380983202478
15.6189051019313,6.5019080835481,76.8399903298037,26.6674572122977,24600,3.0,82.6970274021686,3.0,1.28916089332743,70.9829532574389,6.00327965166209,18.8753836260193,15.3124793069544,13459.7502957523,"Melbourne (C)",3923.92176763375,8.35152373881163,10637.8140785958,76560.7979232046,3.0,3.89553448843777,13.6134536824155,23587.9969994703,37.7160093226642,3.0,1.0,10.6578794793082
14.3631053400751,7.36443974173942,75.0221869739629,25.9676490653657,24650,3.0,81.7267578791364,3.0,0.672619040402086,68.3176160687894,6.40553987674622,20.9684495746284,16.9376125897487,12389.6137963653,"Melton (S)",2986.90753793097,9.03318322100476,9736.38826732639,62141.5379407867,3.0,4.01852939107075,15.0008163978166,20873.9839473895,37.5721927906562,3.0,1.0,11.6715762332475
21.864506351727,9.40471164697211,72.0233108419635,37.909971936523,24780,3.0,81.7656218187766,1.0,0.902504507311215,62.2809998651505,6.105833785602,25.6925450696902,21.2731426748092,6765.04570283538,"Mildura (RC)",2072.68599997989,8.67928644554281,5383.40127143232,28261.3831973362,3.0,5.15360807714166,17.1859157576165,15122.6890522627,53.955437521319,1.0,1.0,13.6894882302056
13.3144468679663,7.1502160326768,80.2104021196236,25.9567608992291,22310,3.0,87.7653977314561,1.0,0.680596703078158,72.655406507791,0.950573581782918,16.9803619002237,12.9642721875254,11009.4845238701,"Glen Eira (C)",4401.19956865781,3.43742986520401,7539.76714816846,86302.2510752604,3.0,3.91540636787748,10.2088958827139,28037.4170533318,38.5990749304919,1.0,1.0,6.95742288465414
26.518935711599,7.58455726429482,72.61398952391,37.7426116590579,22410,3.0,79.4474921552066,3.0,1.64740304669326,65.7804868926134,7.70634594252084,21.9514529931369,18.418671538747,2518.60718634037,"Glenelg (S)",748.174965060277,9.99678466195598,2048.10594747368,11410.0784222938,3.0,4.61598015549404,15.9741188275465,6111.82997276485,48.9662876065169,3.0,1.0,13.0625087406339
21.0772336578749,7.73600998270759,73.8906651722481,33.8381573879471,24850,3.0,81.4062172652973,3.0,0.645121074567779,66.375113079199,5.65746016958587,22.7583910274681,17.4577391680325,4171.87876734439,"Mitchell (S)",1027.17182299888,9.47962408402265,2999.72310751759,19078.3565611821,3.0,4.19056552863769,16.1190075557454,8754.73896679653,46.5990811180192,1.0,1.0,11.5575996688092
20.9287460508657,8.07180408511829,73.3434514755099,34.2335527754324,24900,3.0,81.6153682610021,3.0,1.34705089403563,65.0715346900178,7.31422680939445,23.8026271603062,20.5005146291335,3448.12147134557,"Moira (S)",1082.19888494525,9.22166659371849,2860.98608148139,15301.5204433993,3.0,4.70942748957696,16.5121468770123,7461.98613392091,47.5383594999992,3.0,1.0,13.907370719264
15.3529333794468,6.54441135182273,78.4372884942445,25.5269749665828,24970,3.0,84.4694023604126,3.0,1.44504091978481,72.4051746280764,2.81001862414497,16.8787215412821,12.4721880152356,16398.0647807136,"Monash (C)",6034.63446011844,6.08857395403378,10858.0870063519,111955.033297209,3.0,3.99472613580377,11.4836477476579,36268.4552017672,35.7010165537189,1.0,1.0,7.6411033196903
13.3897212238987,7.88565530530438,75.5984668936356,25.7814568256408,25060,3.0,83.0158632107528,3.0,1.46843357079473,68.1810705765184,4.02824456279595,21.5604687486949,15.6957427674039,13518.3775343272,"Moonee Valley (C)",4351.37603945876,8.47843837205618,8864.01606982272,68036.3414583237,3.0,4.67704443804956,15.0194535603756,23218.9478657084,38.1731924273829,1.0,1.0,9.86199366509995
22.2137079276236,7.61166770615432,74.5714999153197,33.9328031033126,25150,3.0,81.5823518724198,3.0,1.01094084971338,67.5606479582195,5.45413575097511,22.0516342063301,16.501107980953,3373.95834700215,"Moorabool (S)",871.744507676684,9.64576913940532,2338.65345904072,15836.8941532415,3.0,4.31130427793385,15.8487016728677,7299.44400824452,45.6518982790016,1.0,1.0,10.9776218659641
16.0934103083147,7.9955369282349,72.8592250455278,26.0162910959326,25250,3.0,78.7388446031891,3.0,2.95922947705743,66.9796054878664,7.79177939569225,21.8662765878368,17.0447847251088,20317.1380422128,"Moreland (C)",6978.78299667193,11.4647340771367,15164.8245296032,88877.4301349322,3.0,5.47738320264616,16.6655053324868,31519.8228297799,35.9391718835506,3.0,3.0,12.4182820604005
15.0426246103228,6.94749601934887,76.9791235165369,25.4596911414612,25340,3.0,83.4174687887012,3.0,1.66103554830087,70.5407782443727,5.47503316745698,19.3735478394621,15.8020487039419,14803.3561606655,"Mornington Peninsula (S)",5090.48592356496,7.92879557220508,11387.8292409207,83584.4812141555,3.0,4.30426578382487,13.6511717058336,28773.8608089897,35.8767576725995,3.0,1.0,10.6385409356995
21.7981053417423,8.50189639050082,73.3204344405591,34.5562732746887,25430,3.0,81.1855358820456,3.0,1.77254000204598,65.4553329990726,7.06418800831346,22.4415813084587,19.5736647100338,2098.40042077794,"Mount Alexander (S)",728.867224026464,8.54899913950748,1785.64166186597,9924.05702861838,3.0,5.1372181962734,15.4952902239831,4900.87324614359,47.3144412076352,3.0,1.0,13.3189263591736
22.2946235331575,7.49426718760918,75.5741401751986,34.8182557908207,25490,3.0,83.2176241611269,3.0,0.734882073559796,67.9306561892702,4.73580146041926,22.9489875102334,16.8584749402707,1958.29273071529,"Moyne (S)",504.897428034226,9.40268990196568,1301.52738995416,9141.63402679115,3.0,4.11457463058449,16.1758387060995,4325.8587461543,47.3418880484839,1.0,1.0,10.797138200345
21.8023583448017,7.3061676193389,75.8191929785784,34.3459997199314,25620,3.0,83.5696445507801,3.0,0.462602599569764,68.0687414063768,5.8545374699932,22.6514746078233,18.3278230106569,1571.07210984731,"Murrindindi (S)",393.877917089798,8.86023427416265,1188.7581235997,7554.23733136674,3.0,3.88438510945433,15.755854440993,3587.40754544917,46.8896410950611,1.0,1.0,12.0911802403251
15.644159705428,5.7158748432343,80.3812620422702,25.973782254523,25710,3.0,86.4644803165645,1.0,-0.339415019864522,74.2980437679759,3.3229619623378,15.4477578368032,12.9797863837758,5006.53761982432,"Nillumbik (S)",1205.76842756166,4.52046840965158,4126.77121654633,40001.4307235891,3.0,2.68822991168489,9.98411312322738,12841.6457262822,36.3034048036179,1.0,2.0,8.15137417305681
21.944925683488,8.63667951666215,72.7698170729998,35.8538588722456,25810,3.0,81.342876519103,3.0,1.4463690174039,64.1967576268966,7.22551662415205,25.0865522973082,20.8096411435627,1561.55685343101,"Northern Grampians (S)",479.797364690268,10.0289334765608,1231.13173646734,6483.05702955687,3.0,5.04152426703302,17.5577428869345,3336.4908988228,49.7627920610032,3.0,1.0,14.0175788838574
14.9857326794019,6.94314528795955,77.538884561326,26.832418613497,25900,3.0,84.4030487538637,1.0,0.476641208640888,70.6747203687884,2.68505992182987,17.6021738780179,13.7444756019132,10305.4269585161,"Port Phillip (C)",3229.21968790533,5.15477314406037,7468.151402354,70916.9309045507,3.0,3.70989324830022,11.3784735110391,23808.7333504322,38.6791045475921,1.0,1.0,8.21476776187155
21.7502667574529,8.89739971268616,70.5930799348374,34.3984252920623,25990,3.0,78.4994325621871,3.0,2.05324313175704,62.6867273074877,8.17429326830422,24.7109499608199,20.9057347020664,890.813703915597,"Pyrenees (S)",288.650728455513,10.7388179422965,714.820255007845,3576.36631337808,3.0,5.4753214222216,17.7248839515582,1841.66145162718,47.0465838266717,3.0,1.0,14.5400139851853
15.3466054833908,9.19523516863002,81.5609246950816,34.8933706561805,26080,1.0,94.4953096119689,2.0,0.412556257989082,68.6265397781942,null,22.9357259014004,null,248.190045686056,"Queenscliffe (B)",139.981122495149,-0.351093023937851,null,1796.66805382248,3.0,4.80389571330955,11.2923164387313,860.559072155168,54.4401358289702,null,1.0,null
23.5729906489347,7.20517684750988,74.8962660651063,34.4085939302075,26170,3.0,81.563383798071,3.0,1.4652088882575,68.2291483321417,5.6599462562178,20.971458933331,16.3811747733161,3045.01283360355,"South Gippsland (S)",917.117699106146,9.12560921551783,2195.87219441011,15204.6274032082,3.0,4.33519286788369,15.0485340744244,7281.97167547467,45.2441972114804,3.0,1.0,11.0205605147669
23.7646970730368,7.3848271234325,75.5196067633691,35.6445085399688,26260,3.0,82.7720454216158,3.0,1.45647851368538,68.2671681051225,7.57042629532183,23.944365790627,19.0649758029392,2191.85373540326,"Southern Grampians (S)",603.366907306675,11.1372311956583,1652.37614274126,9397.74226669446,3.0,4.42065281855894,17.5407984931426,4602.72142865751,47.5243200069007,3.0,1.0,13.3177010491305
14.0952952879537,6.55158462119244,80.6859618197552,26.3152695314578,26350,3.0,87.8095416645749,1.0,0.353298886731941,73.5623819749355,0.914619758850446,15.261851483451,12.4653865657547,7546.09550854907,"Stonnington (C)",3068.96543732467,2.32775624162142,5731.70683599958,69636.5232769614,3.0,3.45244175396219,8.7948038625362,22218.3852275888,38.5352437749619,1.0,1.0,6.69000316230258
