smokers_me_1_no_3_11_7_13, smokers_f_me_3_rrmse_3_11_7_13, obese_f_me_3_rrmse_3_11_7_13, smokers_m_me_1_no_3_11_7_13, obese_m_me_1_no_3_11_7_13, area_code, ovrwght_m_me_1_no_3_11_7_13, obese_f_me_2_rate_3_11_7_13, alcohol_cons_2_rate_3_11_7_13, ovrwght_p_me_3_rrmse_3_11_7_13, ovrwght_p_me_2_rate_3_11_7_13, smokers_m_me_3_rrmse_3_11_7_13, area_name, ovrwght_f_me_2_rate_3_11_7_13, alcohol_cons_1_no_3_11_7_13, smokers_m_me_2_rate_3_11_7_13, obese_p_me_3_rrmse_3_11_7_13, smokers_me_3_rrmse_3_11_7_13, ovrwght_f_me_1_no_3_11_7_13, ovrwght_p_me_1_no_3_11_7_13, ovrwght_f_me_3_rrmse_3_11_7_13, obese_m_me_3_rrmse_3_11_7_13, smokers_f_me_2_rate_3_11_7_13, obese_f_me_1_no_3_11_7_13, obese_m_me_2_rate_3_11_7_13, smokers_f_me_1_no_3_11_7_13, smokers_me_2_rate_3_11_7_13, ovrwght_m_me_3_rrmse_3_11_7_13, alcohol_cons_3_rrmse_3_11_7_13, obese_p_me_2_rate_3_11_7_13, obese_p_me_1_no_3_11_7_13, ovrwght_m_me_2_rate_3_11_7_13
21100.2946037224,3.0,3.0,11645.6736788488,12397.5299629237,23670,20973.665373409,26.706016292591,2.86425310391283,3.0,35.14987317583,3.0,"Knox (C)",27.1137753261324,3507.02951825404,19.4504430552209,3.0,3.0,13131.8499498723,34105.5153232812,3.0,3.0,15.1728241282238,12971.1476809952,25.1965718279783,9454.62092487354,17.2758559539427,3.0,3.0,25.9424522154552,25368.6776439189,43.0754650455305
13984.1462144669,3.0,3.0,7771.16401944494,6346.41978758213,23810,9285.094980457,35.1733321909796,3.34754172092655,3.0,34.1144348920514,3.0,"Latrobe (C)",27.5268256288146,1879.72395586326,28.6929650533283,3.0,3.0,6240.19897954682,15525.2939600038,3.0,3.0,22.1164776172267,7976.49252131262,27.3014659003026,6212.98219502196,25.352957944289,3.0,3.0,31.1945646649742,14322.9123088947,40.5677115172242
1336.51053632824,3.0,3.0,808.687493204101,769.631211399479,23940,1128.38495526108,35.624931164747,3.50860376100497,3.0,35.8829505501708,3.0,"Loddon (S)",27.7953984073888,198.811547867799,29.7847648275055,3.0,3.0,667.282527075521,1795.6674823366,3.0,3.0,20.9113514576826,852.196852004717,27.4611920842724,527.823043124139,25.5414191170526,3.0,3.0,31.2382913832727,1621.8280634042,42.8033351125177
5512.28841304468,3.0,3.0,2975.13236562834,3472.65303010297,24130,5875.11523701734,29.3971279158284,2.90138169278126,3.0,36.2313008946578,3.0,"Macedon Ranges (S)",27.5522147015824,946.528584457884,19.329829761958,3.0,3.0,3654.896805612,9530.01204262933,3.0,3.0,15.612544573194,3932.09323316371,25.2714832697896,2537.15604741634,17.4207398238013,3.0,3.0,27.25867150324,7404.74626326669,44.9113994582721
11642.0793937233,3.0,3.0,6571.7231003611,8891.81473378261,24210,17350.0302187618,20.2145419585649,2.57195072801787,3.0,35.808191971129,3.0,"Manningham (C)",25.5439637076861,2370.02311759347,15.2792667246107,3.0,3.0,9987.71434915492,27337.7445679167,3.0,3.0,11.027966900527,7936.39149362655,23.3600685321938,5070.35629336223,13.0810919811592,3.0,3.0,21.7238820849354,16828.2062274092,46.2295985927638
1178.08968913205,3.0,3.0,651.087983371315,688.617757656855,24250,1094.35901972546,27.0611381528774,3.2956780090525,3.0,37.4876767243466,3.0,"Mansfield (S)",29.0349180290275,185.092352900706,24.2770178121427,3.0,3.0,673.629088211359,1767.98810793682,3.0,3.0,19.9421189045564,632.741247472195,27.075907750803,527.00170576073,22.1375422158745,3.0,3.0,27.0360806431195,1321.35900512905,45.3328352398511
11208.0523728,3.0,3.0,7183.270374,5902.702634,24330,10389.1231521,24.6911963465049,2.99276074913146,3.0,34.0008673553676,3.0,"Maribyrnong (C)",26.7294021273405,1860.9133401,21.3556886784904,3.0,3.0,5922.632892,16311.7560441,3.0,3.0,12.6357652651916,5427.2269443,24.2965211403343,4024.7819988,17.1044139944165,3.0,3.0,24.5272458437409,11329.9295783,40.4541555809728
14265.1924140537,3.0,3.0,7732.5922239609,8354.18411069512,24410,14607.6030419233,28.1882505590705,2.8813876154951,3.0,35.543325062046,3.0,"Maroondah (C)",27.0980858919603,2386.44766775053,19.1972831738167,3.0,3.0,9197.12122664974,23804.7242685731,3.0,3.0,15.3272823467323,9541.70531803622,25.3554853025775,6532.60019009281,17.2099816865586,3.0,3.0,26.7806839102234,17895.8894287313,44.1170862969171
14296.9518259279,3.0,3.0,8432.8475001241,5047.5621388888,24600,13226.4951499432,10.2771163411817,2.97105785645616,3.0,32.4310215818193,3.0,"Melbourne (C)",25.9346310986729,2723.42083766901,17.1847915226258,3.0,3.0,7292.21061025179,20518.7057601949,3.0,3.0,12.0077479155438,2924.68721194208,16.4853674417314,5864.10432580375,14.5948116079417,3.0,3.0,13.5385750171187,7972.24935083088,38.4694381450379
18055.1890839581,3.0,3.0,10158.3496838568,8593.06282054401,24650,14577.4763542578,32.8236584187008,3.01329659078279,3.0,35.7761845644503,3.0,"Melton (S)",27.2896143211522,2537.06447889003,23.4803815002103,3.0,3.0,8422.37919270811,22999.8555469659,3.0,3.0,17.5367802883933,10157.6584878001,26.6431835578241,7896.83940010136,20.4477163024591,3.0,3.0,29.657773870697,18750.7213083441,44.1494770585201
9393.1578104,3.0,3.0,5292.5633276,4220.8591148,24780,6522.0243918,33.0054339931658,3.33525162955995,3.0,34.7203978799846,3.0,"Mildura (RC)",27.9530845452699,1271.8787197,28.8695991166729,3.0,3.0,4396.681819,10918.7062108,3.0,3.0,21.4751107606387,5180.4830421,26.3451976536962,4100.5944828,25.1066592635855,3.0,3.0,29.6526810273065,9401.3421569,41.3977699618658
14142.312759,3.0,3.0,8029.119906,9259.9081184,22310,19134.2178756,19.4504840430626,2.63844868711402,3.0,35.6173877743171,3.0,"Glen Eira (C)",26.9532930634475,2821.8986889,15.0975219353184,3.0,3.0,11586.3611846,30720.5790602,3.0,3.0,11.1210854594812,8266.4562014,21.7760420090113,6113.192853,13.0756494204626,3.0,3.0,20.6204400375776,17526.3643198,44.2032925943961
5973.2867032136,3.0,3.0,3316.40945920959,3036.77362497497,24850,4647.66435300095,35.5170465753012,3.26563094022188,3.0,35.4783915706099,3.0,"Mitchell (S)",27.6418111091351,862.586844034859,25.4825455862403,3.0,3.0,2870.40271827233,7518.06707127328,3.0,3.0,20.4345079603978,3700.23523280293,27.3641543723047,2656.87724400401,22.9533119046978,3.0,3.0,31.2854869834838,6737.0088577779,42.8986347944375
4925.5313568,3.0,3.0,2820.1067889,2571.8932356,24900,3936.2181946,39.4312020225122,3.37738424821213,3.0,35.9012748524436,3.0,"Moira (S)",28.1741913815882,701.7570105,28.5408382025834,3.0,3.0,2513.2237864,6449.441981,3.0,3.0,21.3773659539951,3508.9532969,27.296686613825,2105.4245679,24.9764895291772,3.0,3.0,33.1877203375082,6080.8465325,43.0559285699195
18818.9048854,3.0,3.0,11341.5623386,13315.9917274,24970,25545.6139313,20.23476731028,2.6279261315216,3.0,35.3228129336115,3.0,"Monash (C)",25.8875996791876,3716.9615265,16.163734374887,3.0,3.0,14494.806713,40040.4206443,3.0,3.0,10.6769806001649,11331.8154665,23.6028410815171,7477.3425468,13.4190444120185,3.0,3.0,21.9148710534248,24647.8071939,44.2941909522695
13582.6674764746,3.0,3.0,7559.9891580218,8552.35706561187,25060,15581.3501942979,22.8271705176303,2.79954580299925,3.0,35.5229460238446,3.0,"Moonee Valley (C)",27.7542676518301,2498.20068345959,17.3198734817909,3.0,3.0,10052.3844124287,25633.7346067266,3.0,3.0,13.0366382998203,8223.32702711756,24.1439677452886,6022.67831845284,15.1240733977359,3.0,3.0,23.4782556004537,16775.6840927294,43.3682960378109
4491.66974389229,3.0,3.0,2529.56622552678,2399.91602326252,25150,4002.60464865821,35.7292027608814,3.29248529093554,3.0,36.3775406432478,3.0,"Moorabool (S)",27.4099863484815,719.352888991903,23.8046691397655,3.0,3.0,2385.65190728843,6388.25655594664,3.0,3.0,17.9946903628443,3117.67973122183,26.0724479667779,1962.10351836552,20.8590669517503,3.0,3.0,30.7659818457643,5517.59575448436,45.1516384343399
21947.1142965229,3.0,3.0,13059.1992715111,11677.3929769025,25250,21309.5535748601,26.1644328787507,2.98545506020697,3.0,34.7207906567634,3.0,"Moreland (C)",27.3739277553723,3692.85168299522,20.4669757897236,3.0,3.0,13218.2341782275,34527.7877530877,3.0,3.0,13.7551088148618,12453.7898472732,24.1901755115891,8887.91502501173,17.0880327496468,3.0,3.0,25.196271784496,24131.1828241757,41.8142751247943
21815.8124679,3.0,3.0,11421.1027763,12089.2971338,25340,20566.3472528,29.8620978604721,3.12269895600577,3.0,36.1001833922194,3.0,"Mornington Peninsula (S)",27.825594482828,3468.7758853,22.5437644437971,3.0,3.0,13767.2946371,34333.6418899,3.0,3.0,18.9650109607594,14802.2008418,25.5814702386165,10394.7096916,20.6860106126583,3.0,3.0,27.7276947710677,26891.4979756,44.5662798809393
2662.60779991534,3.0,3.0,1487.49411265528,1535.26837380864,25430,2411.542701372,26.1145844082076,3.13142728584656,3.0,34.9235343358759,3.0,"Mount Alexander (S)",27.3703161520918,424.361021549368,23.6775943330338,3.0,3.0,1627.46677180602,4039.00947317801,3.0,3.0,18.1580019240703,1558.94513061595,25.5266501488686,1175.11368726006,20.8762644805039,3.0,3.0,25.7893191860026,3094.21350442459,42.1781340199948
2423.93650984429,3.0,3.0,1396.80176027588,1399.14397815194,25490,2366.92732220426,28.8301667200628,3.19960670030034,3.0,37.7169213449469,3.0,"Moyne (S)",27.8730512826206,378.628257432529,24.0835597644885,3.0,3.0,1340.08370346149,3707.01102566575,3.0,3.0,18.1177907846704,1384.90482108623,26.5626151510299,1027.13474956841,21.1265965976593,3.0,1.0,27.6711756780756,2784.04879923817,46.8832905021045
2218.90629578875,3.0,3.0,1246.30551201944,1229.52266555521,25620,1899.64655911583,30.4672495203714,3.26878965973225,3.0,35.7888222199654,3.0,"Murrindindi (S)",27.4350437182668,334.732080457786,25.231603428217,3.0,3.0,1139.80583094457,3039.4523900604,3.0,3.0,19.8820310062807,1271.80628212783,26.9300764681939,972.600783769311,22.5601018410184,3.0,3.0,28.6203996052044,2501.32894768304,43.5377536094832
7143.45635335042,3.0,3.0,3892.8519815437,4725.69472521305,25710,8600.98388918654,25.4624945967247,2.66841074481248,3.0,36.2674158750034,3.0,"Nillumbik (S)",27.4583701211349,1325.27292994807,16.3042138148148,3.0,3.0,5253.8901191325,13854.874008319,3.0,3.0,12.9811030991068,4933.36649914603,23.7594268459912,3250.60437180672,14.6050336207205,3.0,3.0,24.5679131239025,9659.06122435908,44.9927322422319
